,country,year,population,gdp,biofuel_consumption,coal_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,solar_consumption,wind_consumption
18659,Taiwan,1986,19761802.0,230398771200.0,0.0,97.248,11.388,18.126,76.445,229.205,0.013,0.0,0.0
18660,Taiwan,1987,19995934.0,267740872704.0,0.0,105.215,11.518,16.29,94.002,241.06,0.008,0.0,0.0
18661,Taiwan,1988,20211368.0,280142610432.0,0.0,121.934,13.138,13.821,86.973,281.146,0.009,0.0,0.0
18662,Taiwan,1989,20404386.0,303193423872.0,0.0,127.185,13.236,14.381,80.234,313.075,0.623,0.0,0.0
18663,Taiwan,1990,20586176.0,319544655872.0,0.0,125.66,21.243,18.869,93.258,324.876,0.675,0.0,0.0
18664,Taiwan,1991,20770622.0,345041731584.0,0.0,137.641,30.851,11.395,100.136,337.323,0.776,0.0,0.0
18665,Taiwan,1992,20952226.0,372335116288.0,0.0,159.023,30.593,19.386,96.034,350.888,0.834,0.0,0.0
18666,Taiwan,1993,21125720.0,396245794816.0,0.0,178.814,32.017,12.15,97.48,373.524,0.742,0.0,0.0
18667,Taiwan,1994,21293440.0,424444067840.0,0.0,186.096,38.885,14.967,98.946,397.552,0.82,0.0,0.0
18668,Taiwan,1995,21455818.0,450424700928.0,0.0,191.852,43.456,14.31,100.209,432.558,1.225,0.0,0.0
18669,Taiwan,1996,21612430.0,476536045568.0,0.0,216.378,44.343,14.025,107.223,432.647,1.5,0.0,0.0
18670,Taiwan,1997,21764850.0,503887069184.0,0.0,247.483,52.025,15.511,102.915,444.449,1.678,0.0,0.0
18671,Taiwan,1998,21913670.0,523233591296.0,0.0,268.503,61.644,18.339,104.608,461.014,1.938,0.0,0.0
18672,Taiwan,1999,22057216.0,556406079488.0,0.0,277.296,62.735,14.936,107.845,493.11,2.422,0.0,0.0
18673,Taiwan,2000,22194740.0,590045511680.0,0.0,326.856,67.674,13.484,109.252,498.691,3.343,0.0,0.004
18674,Taiwan,2001,22333124.0,580535844864.0,0.0,342.998,72.894,14.954,100.039,515.832,4.215,0.001,0.036
18675,Taiwan,2002,22469622.0,610723430400.0,0.0,371.886,81.528,8.111,110.784,519.315,5.105,0.001,0.046
18676,Taiwan,2003,22593682.0,633632587776.0,0.0,396.448,84.148,8.8,108.233,542.69,5.659,0.001,0.069
18677,Taiwan,2004,22703098.0,672471777280.0,0.0,412.379,102.364,9.25,109.199,555.379,5.902,0.002,0.073
18678,Taiwan,2005,22796312.0,706377285632.0,0.006,419.943,103.201,11.658,109.832,559.433,5.907,0.003,0.261
18679,Taiwan,2006,22874972.0,743466663936.0,0.017,440.811,110.698,11.633,108.864,563.489,5.904,0.004,0.786
18680,Taiwan,2007,22942314.0,789092106240.0,0.936,461.682,117.449,12.491,109.998,584.516,6.014,0.006,1.243
18681,Taiwan,2008,22998324.0,791831511040.0,0.187,442.005,127.66,12.098,110.09,552.105,5.8,0.013,1.653
18682,Taiwan,2009,23044086.0,776672313344.0,0.307,421.605,124.668,10.468,111.405,542.133,5.578,0.025,2.197
18683,Taiwan,2010,23083086.0,856202805248.0,0.402,452.321,154.798,11.641,110.875,567.477,5.854,0.06,2.849
18684,Taiwan,2011,23143076.0,885618245632.0,0.521,468.857,170.399,11.034,111.491,527.555,5.856,0.17,4.118
18685,Taiwan,2012,23234064.0,903889158144.0,0.759,458.43,178.852,15.546,106.356,518.027,5.843,0.438,3.876
18686,Taiwan,2013,23330332.0,923794866176.0,0.881,467.624,179.379,14.78,108.899,532.947,5.9,0.875,4.47
18687,Taiwan,2014,23422504.0,960945848320.0,0.316,472.625,188.682,11.698,110.196,549.87,6.105,1.432,4.065
18688,Taiwan,2015,23512136.0,967876935680.0,0.002,458.451,201.804,12.038,94.247,564.612,6.187,2.29,4.107
18689,Taiwan,2016,23594476.0,981422637056.0,0.002,464.034,209.654,17.567,81.334,567.186,6.077,2.969,3.901
18690,Taiwan,2017,23665028.0,1013917548544.0,0.041,471.061,232.451,14.496,57.321,560.454,5.932,4.438,4.584
18691,Taiwan,2018,23726186.0,1041749573632.0,0.001,473.563,236.621,11.857,70.271,558.852,6.284,7.175,4.517
18692,Taiwan,2019,23777742.0,,0.001,464.158,232.598,14.616,81.761,529.505,6.345,10.586,4.988
18693,Taiwan,2020,23821468.0,,0.001,433.835,248.845,7.929,79.235,508.669,6.356,15.954,6.064
18694,Taiwan,2021,23859904.0,,0.0,465.734,272.905,9.077,69.774,533.098,6.401,20.852,5.779
18695,Taiwan,2022,23893396.0,,0.0,439.276,280.664,15.217,59.43,490.653,6.321,27.832,9.237
18913,Thailand,1965,30940276.0,66849222656.0,0.0,0.523,0.0,2.487,0.0,27.696,0.0,0.0,0.0
18914,Thailand,1966,31883754.0,74363576320.0,0.0,0.756,0.0,3.146,0.0,32.691,0.0,0.0,0.0
18915,Thailand,1967,32839338.0,80603447296.0,0.0,1.349,0.0,4.045,0.0,36.284,0.0,0.0,0.0
18916,Thailand,1968,33807356.0,87150755840.0,0.0,1.489,0.0,4.155,0.0,47.828,0.0,0.0,0.0
18917,Thailand,1969,34787584.0,94018289664.0,0.0,1.582,0.0,3.093,0.0,51.8,0.0,0.0,0.0
18918,Thailand,1970,35791728.0,100145348608.0,0.0,1.686,0.0,5.284,0.0,60.303,0.0,0.0,0.0
18919,Thailand,1971,36807996.0,105055223808.0,0.0,1.329,0.0,6.056,0.0,67.132,0.0,0.0,0.0
18920,Thailand,1972,37834384.0,109423362048.0,0.0,1.044,0.0,5.11,0.0,84.273,0.0,0.0,0.0
18921,Thailand,1973,38873064.0,120382742528.0,0.0,1.118,0.0,5.559,0.0,89.21,0.0,0.0,0.0
18922,Thailand,1974,39900960.0,125775708160.0,0.0,1.677,0.0,7.268,0.0,90.82,0.0,0.0,0.0
18923,Thailand,1975,40908472.0,132015456256.0,0.0,1.603,0.0,10.051,0.0,98.464,0.0,0.0,0.0
18924,Thailand,1976,41882128.0,144055664640.0,0.0,1.859,0.0,10.755,0.0,103.671,0.0,0.0,0.0
18925,Thailand,1977,42843796.0,158271602688.0,0.0,1.788,0.0,9.655,0.0,116.48,0.0,0.0,0.0
18926,Thailand,1978,43806716.0,173964918784.0,0.0,2.303,0.0,6.239,0.0,127.901,0.0,0.0,0.0
18927,Thailand,1979,44760096.0,183049027584.0,0.0,4.842,0.0,9.649,0.0,130.517,0.0,0.0,0.0
18928,Thailand,1980,45737756.0,191441879040.0,0.0,5.235,0.0,3.764,0.0,136.362,0.0,0.0,0.0
18929,Thailand,1981,46727288.0,202771415040.0,0.0,5.824,2.756,8.794,0.0,128.824,0.0,0.0,0.0
18930,Thailand,1982,47700340.0,213618819072.0,0.0,7.592,14.049,11.343,0.0,116.839,0.0,0.0,0.0
18931,Thailand,1983,48670568.0,225512488960.0,0.0,7.289,16.538,10.823,0.0,129.599,0.0,0.0,0.0
18932,Thailand,1984,49636732.0,238519435264.0,0.0,9.178,24.69,12.067,0.0,136.18,0.0,0.0,0.0
18933,Thailand,1985,50594932.0,249623871488.0,0.0,18.435,32.459,10.914,0.0,128.483,0.0,0.0,0.0
18934,Thailand,1986,51542096.0,263410237440.0,0.0,18.087,34.873,16.357,0.0,133.249,0.0,0.0,0.0
18935,Thailand,1987,52479184.0,288520110080.0,0.0,26.114,48.351,11.994,0.0,144.75,0.016,0.0,0.0
18936,Thailand,1988,53410956.0,326878396416.0,0.0,26.906,57.064,10.995,0.0,165.157,0.096,0.0,0.0
18937,Thailand,1989,54324012.0,366691713024.0,0.0,32.771,55.946,16.3,0.0,196.064,0.069,0.0,0.0
18938,Thailand,1990,55228408.0,407627792384.0,0.0,45.351,60.653,14.49,0.0,233.495,0.079,0.0,0.0
18939,Thailand,1991,56099872.0,439083565056.0,0.0,53.114,75.094,13.322,0.0,249.014,0.094,0.0,0.0
18940,Thailand,1992,56939020.0,476583460864.0,0.0,56.847,81.413,12.298,0.0,276.795,0.066,0.0,0.0
18941,Thailand,1993,57776080.0,514625699840.0,0.0,63.319,92.209,10.682,0.0,318.691,0.094,0.0,0.0
18942,Thailand,1994,58610012.0,552247492608.0,0.0,73.217,102.05,13.021,0.0,356.67,0.162,0.0,0.0
18943,Thailand,1995,59424836.0,593301602304.0,0.0,83.523,105.687,19.495,0.0,406.201,0.455,0.0,0.0
18944,Thailand,1996,60211100.0,622895955968.0,0.0,101.623,123.139,21.335,0.0,449.445,0.661,0.0,0.0
18945,Thailand,1997,60989104.0,601920897024.0,0.0,104.804,154.466,20.941,0.0,451.821,0.873,0.0,0.0
18946,Thailand,1998,61745216.0,552405762048.0,0.0,84.085,164.949,15.048,0.0,410.153,0.988,0.0,0.0
18947,Thailand,1999,62442652.0,574009180160.0,0.0,89.396,183.241,10.082,0.0,431.422,1.428,0.0,0.0
18948,Thailand,2000,63066604.0,595846889472.0,0.0,91.696,211.954,17.421,0.0,419.198,1.681,0.0,0.0
18949,Thailand,2001,63649892.0,612467343360.0,0.0,102.078,245.605,18.139,0.0,414.673,1.982,0.0,0.0
18950,Thailand,2002,64222576.0,645971836928.0,0.0,108.942,266.892,21.503,0.0,448.517,2.401,0.0,0.0
18951,Thailand,2003,64776960.0,688026353664.0,0.0,111.272,284.222,20.903,0.0,491.775,3.931,0.0,0.0
18952,Thailand,2004,65311164.0,726679355392.0,0.037,124.673,297.55,16.991,0.0,545.101,5.879,0.0,0.0
18953,Thailand,2005,65821360.0,752297639936.0,1.08,134.762,320.592,16.239,0.0,543.031,5.925,0.0,0.0
18954,Thailand,2006,66319528.0,784687300608.0,1.997,143.818,330.112,22.621,0.0,538.467,6.345,0.104,0.0
18955,Thailand,2007,66826752.0,822075064320.0,1.649,161.628,351.72,22.512,0.0,533.906,7.717,0.11,0.001
18956,Thailand,2008,67328240.0,830943461376.0,6.106,174.309,369.417,19.532,0.0,502.797,6.826,0.109,0.001
18957,Thailand,2009,67813656.0,820031258624.0,8.219,174.895,381.244,19.453,0.0,517.231,7.185,0.124,0.003
18958,Thailand,2010,68270488.0,876003852288.0,8.55,179.485,432.056,14.84,0.0,535.205,10.738,0.162,0.011
18959,Thailand,2011,68712848.0,877821296640.0,8.48,182.519,443.181,21.89,0.0,543.338,12.695,0.261,0.014
18960,Thailand,2012,69157024.0,941351305216.0,11.108,191.562,486.335,23.118,0.0,572.838,14.989,1.367,0.047
18961,Thailand,2013,69578600.0,967124254720.0,15.005,188.535,488.643,14.75,0.0,579.439,17.956,3.427,0.957
18962,Thailand,2014,69960944.0,975956344832.0,17.556,207.87,499.447,13.989,0.0,584.375,21.438,5.238,1.073
18963,Thailand,2015,70294408.0,1004624871424.0,18.821,204.074,509.61,10.128,0.0,608.777,23.416,6.404,0.883
18964,Thailand,2016,70607032.0,1037065846784.0,19.219,208.03,505.643,9.485,0.0,630.47,27.456,9.512,1.025
18965,Thailand,2017,70898208.0,1079232954368.0,21.251,208.857,500.838,12.474,0.0,648.605,29.661,12.09,2.951
18966,Thailand,2018,71127808.0,1124031922176.0,23.247,222.67,500.196,20.1,0.0,661.834,37.491,12.004,4.342
18967,Thailand,2019,71307768.0,,25.956,198.453,509.396,16.633,0.0,668.805,40.178,13.565,9.674
18968,Thailand,2020,71475664.0,,25.967,212.183,468.529,11.923,0.0,599.843,39.229,13.213,8.457
18969,Thailand,2021,71601104.0,,23.291,217.274,470.137,11.88,0.0,603.226,42.793,13.055,9.242
18970,Thailand,2022,71697024.0,,20.923,197.559,443.181,17.204,0.0,662.667,43.292,12.721,8.917
19120,Trinidad and Tobago,1965,928470.0,10525291520.0,0.0,0.0,11.428,0.0,0.0,22.198,0.0,0.0,0.0
19121,Trinidad and Tobago,1966,942602.0,10983681024.0,0.0,0.0,13.424,0.0,0.0,22.354,0.0,0.0,0.0
19122,Trinidad and Tobago,1967,955688.0,11213649920.0,0.0,0.0,14.816,0.0,0.0,23.322,0.0,0.0,0.0
19123,Trinidad and Tobago,1968,967711.0,11795876864.0,0.0,0.0,15.545,0.0,0.0,23.769,0.0,0.0,0.0
19124,Trinidad and Tobago,1969,978647.0,12121325568.0,0.0,0.0,15.624,0.0,0.0,24.918,0.0,0.0,0.0
19125,Trinidad and Tobago,1970,988902.0,12549654528.0,0.0,0.0,19.12,0.0,0.0,25.561,0.0,0.0,0.0
19126,Trinidad and Tobago,1971,1000135.0,12678761472.0,0.0,0.0,18.635,0.0,0.0,26.413,0.112,0.0,0.0
19127,Trinidad and Tobago,1972,1013043.0,13411911680.0,0.0,0.0,19.261,0.0,0.0,42.872,0.112,0.0,0.0
19128,Trinidad and Tobago,1973,1026564.0,13633377280.0,0.0,0.0,18.498,0.0,0.0,43.146,0.093,0.0,0.0
19129,Trinidad and Tobago,1974,1040297.0,14363102208.0,0.0,0.0,16.9,0.0,0.0,42.485,0.08,0.0,0.0
19130,Trinidad and Tobago,1975,1054023.0,14634735616.0,0.0,0.0,15.36,0.0,0.0,32.482,0.073,0.0,0.0
19131,Trinidad and Tobago,1976,1067703.0,16033149952.0,0.0,0.0,17.288,0.0,0.0,36.525,0.061,0.0,0.0
19132,Trinidad and Tobago,1977,1081696.0,17052215296.0,0.0,0.0,20.321,0.0,0.0,35.655,0.073,0.0,0.0
19133,Trinidad and Tobago,1978,1096570.0,19043817472.0,0.0,0.0,24.26,0.0,0.0,32.083,0.093,0.0,0.0
19134,Trinidad and Tobago,1979,1112315.0,19923965952.0,0.0,0.0,25.076,0.0,0.0,24.695,0.093,0.0,0.0
19135,Trinidad and Tobago,1980,1127853.0,21520183296.0,0.0,0.0,28.333,0.0,0.0,19.535,0.083,0.0,0.0
19136,Trinidad and Tobago,1981,1142703.0,22469885952.0,0.0,0.0,31.209,0.0,0.0,19.361,0.061,0.0,0.0
19137,Trinidad and Tobago,1982,1157141.0,21154916352.0,0.0,0.0,37.931,0.0,0.0,21.475,0.057,0.0,0.0
19138,Trinidad and Tobago,1983,1171278.0,19495335936.0,0.0,0.0,39.297,0.0,0.0,18.669,0.051,0.0,0.0
19139,Trinidad and Tobago,1984,1184752.0,20667920384.0,0.0,0.0,41.176,0.0,0.0,15.969,0.041,0.0,0.0
19140,Trinidad and Tobago,1985,1199791.0,19821819904.0,0.0,0.0,42.152,0.0,0.0,16.896,0.054,0.0,0.0
19141,Trinidad and Tobago,1986,1216376.0,19172167680.0,0.0,0.0,43.134,0.0,0.0,18.234,0.083,0.0,0.0
19142,Trinidad and Tobago,1987,1231446.0,18288025600.0,0.0,0.0,45.694,0.0,0.0,12.221,0.099,0.0,0.0
19143,Trinidad and Tobago,1988,1244637.0,17577123840.0,0.0,0.0,52.594,0.0,0.0,11.074,0.086,0.0,0.0
19144,Trinidad and Tobago,1989,1256212.0,17434560512.0,0.0,0.0,52.695,0.0,0.0,9.944,0.083,0.0,0.0
19145,Trinidad and Tobago,1990,1266525.0,17710559232.0,0.0,0.0,54.634,0.0,0.0,14.867,0.099,0.0,0.0
19146,Trinidad and Tobago,1991,1276232.0,17719300096.0,0.0,0.0,55.352,0.0,0.0,13.957,0.08,0.0,0.0
19147,Trinidad and Tobago,1992,1285506.0,17933883392.0,0.0,0.0,53.488,0.0,0.0,19.863,0.096,0.0,0.0
19148,Trinidad and Tobago,1993,1293979.0,17387464704.0,0.0,0.0,60.033,0.0,0.0,17.295,0.089,0.0,0.0
19149,Trinidad and Tobago,1994,1301401.0,16889637888.0,0.0,0.0,68.757,0.0,0.0,13.184,0.102,0.0,0.0
19150,Trinidad and Tobago,1995,1307831.0,17934968832.0,0.0,0.0,73.813,0.0,0.0,15.053,0.105,0.0,0.0
19151,Trinidad and Tobago,1996,1313442.0,18939402240.0,0.0,0.0,83.344,0.0,0.0,17.403,0.054,0.0,0.0
19152,Trinidad and Tobago,1997,1318179.0,20073273344.0,0.0,0.0,90.443,0.0,0.0,10.274,0.057,0.0,0.0
19153,Trinidad and Tobago,1998,1322582.0,21393889280.0,0.0,0.0,90.443,0.0,0.0,11.79,0.057,0.0,0.0
19154,Trinidad and Tobago,1999,1327067.0,22780489728.0,0.0,0.0,92.777,0.0,0.0,20.854,0.057,0.0,0.0
19155,Trinidad and Tobago,2000,1332203.0,24005326848.0,0.0,0.0,98.13,0.0,0.0,20.641,0.064,0.002,0.0
19156,Trinidad and Tobago,2001,1338576.0,24648445952.0,0.0,0.0,108.944,0.0,0.0,19.183,0.093,0.003,0.0
19157,Trinidad and Tobago,2002,1345970.0,26224117760.0,0.0,0.0,117.307,0.0,0.0,21.747,0.083,0.004,0.0
19158,Trinidad and Tobago,2003,1353552.0,29582759936.0,0.0,0.0,135.201,0.0,0.0,20.748,0.038,0.006,0.0
19159,Trinidad and Tobago,2004,1361180.0,31478241280.0,0.0,0.0,148.705,0.0,0.0,22.764,0.073,0.007,0.0
19160,Trinidad and Tobago,2005,1369078.0,32955092992.0,0.0,0.0,163.753,0.0,0.0,20.11,0.07,0.008,0.0
19161,Trinidad and Tobago,2006,1376932.0,36774965248.0,0.0,0.0,192.762,0.0,0.0,21.986,0.083,0.009,0.0
19162,Trinidad and Tobago,2007,1384861.0,37972471808.0,0.0,0.0,196.45,0.0,0.0,25.017,0.061,0.009,0.0
19163,Trinidad and Tobago,2008,1392808.0,38699954176.0,0.0,0.0,191.581,0.0,0.0,26.625,0.064,0.01,0.0
19164,Trinidad and Tobago,2009,1401197.0,36471791616.0,0.0,0.0,190.885,0.0,0.0,25.514,0.061,0.011,0.0
19165,Trinidad and Tobago,2010,1410297.0,37145100288.0,0.0,0.0,207.401,0.0,0.0,26.458,0.0,0.012,0.0
19166,Trinidad and Tobago,2011,1420021.0,36506640384.0,0.0,0.0,204.813,0.0,0.0,24.849,0.0,0.012,0.0
19167,Trinidad and Tobago,2012,1430379.0,36978462720.0,0.0,0.0,202.36,0.0,0.0,23.73,0.0,0.012,0.0
19168,Trinidad and Tobago,2013,1440731.0,37960331264.0,0.0,0.0,203.556,0.0,0.0,26.729,0.0,0.012,0.0
19169,Trinidad and Tobago,2014,1450663.0,37742333952.0,0.0,0.0,205.101,0.0,0.0,23.999,0.0,0.013,0.0
19170,Trinidad and Tobago,2015,1460180.0,37523337216.0,0.0,0.0,196.048,0.0,0.0,26.241,0.0,0.015,0.0
19171,Trinidad and Tobago,2016,1469334.0,35605774336.0,0.0,0.0,169.445,0.0,0.0,27.775,0.0,0.015,0.0
19172,Trinidad and Tobago,2017,1478616.0,34782568448.0,0.0,0.0,183.493,0.0,0.0,25.779,0.0,0.015,0.0
19173,Trinidad and Tobago,2018,1504707.0,34697351168.0,0.0,0.0,173.747,0.0,0.0,24.333,0.0,0.015,0.0
19174,Trinidad and Tobago,2019,1519960.0,,0.0,0.0,174.733,0.0,0.0,13.291,0.0,0.015,0.0
19175,Trinidad and Tobago,2020,1518142.0,,0.0,0.0,151.856,0.0,0.0,13.295,0.0,0.015,0.0
19176,Trinidad and Tobago,2021,1525671.0,,0.0,0.0,156.031,0.0,0.0,13.382,0.0,0.014,0.0
19177,Trinidad and Tobago,2022,1531043.0,,0.0,0.0,150.647,0.0,0.0,13.572,0.0,0.014,0.0
19366,Turkey,1965,31374540.0,111220449280.0,0.0,42.682,0.0,6.443,0.0,41.989,0.319,0.0,0.0
19367,Turkey,1966,32172782.0,124959744000.0,0.0,47.497,0.0,6.914,0.0,50.116,0.389,0.0,0.0
19368,Turkey,1967,33026492.0,131273064448.0,0.0,42.101,0.0,7.043,0.0,58.848,0.552,0.0,0.0
19369,Turkey,1968,33884076.0,140827131904.0,0.0,45.764,0.0,9.388,0.0,70.703,0.571,0.0,0.0
19370,Turkey,1969,34721988.0,149141520384.0,0.0,48.613,0.0,10.187,0.0,78.659,0.568,0.0,0.0
19371,Turkey,1970,35540988.0,157265362944.0,0.0,53.847,0.0,8.968,0.0,83.338,0.53,0.0,0.0
19372,Turkey,1971,36359956.0,172474531840.0,0.0,55.359,0.0,7.718,0.0,98.789,0.517,0.0,0.0
19373,Turkey,1972,37188036.0,184802770944.0,0.0,59.406,0.0,9.475,0.0,111.986,0.559,0.0,0.0
19374,Turkey,1973,38028236.0,194442379264.0,0.0,60.72,0.0,7.698,0.0,136.555,0.629,0.0,0.0
19375,Turkey,1974,38863424.0,211512786944.0,0.0,66.221,0.0,9.923,0.0,132.871,0.661,0.0,0.0
19376,Turkey,1975,39673588.0,231789920256.0,0.0,68.768,0.0,17.457,0.0,146.759,0.702,0.0,0.0
19377,Turkey,1976,40500996.0,253392355328.0,0.0,72.141,0.0,24.764,0.0,165.776,0.514,0.0,0.0
19378,Turkey,1977,41385656.0,265743925248.0,0.0,74.327,0.0,25.348,0.0,187.712,0.696,0.0,0.0
19379,Turkey,1978,42292208.0,274794561536.0,0.0,75.409,0.0,27.603,0.0,201.075,0.437,0.0,0.0
19380,Turkey,1979,43187472.0,274002526208.0,0.0,77.281,0.0,30.424,0.0,179.094,0.463,0.0,0.0
19381,Turkey,1980,44089068.0,273441193984.0,0.0,81.805,0.0,33.557,0.0,182.702,0.434,0.0,0.0
19382,Turkey,1981,44981876.0,286816305152.0,0.0,83.503,0.0,37.306,0.0,180.029,0.351,0.0,0.0
19383,Turkey,1982,45949992.0,302868955136.0,0.0,93.773,0.34,41.891,0.0,192.678,0.0,0.0,0.0
19384,Turkey,1983,47026424.0,315758772224.0,0.0,103.181,0.373,33.54,0.0,202.617,0.0,0.0,0.0
19385,Turkey,1984,48106772.0,335720513536.0,0.0,115.939,0.364,39.701,0.0,201.636,0.063,0.0,0.0
19386,Turkey,1985,49175680.0,354837200896.0,0.0,138.781,0.469,35.617,0.0,211.209,0.017,0.0,0.0
19387,Turkey,1986,50223888.0,381728489472.0,0.0,152.725,4.002,35.107,0.0,228.744,0.124,0.0,0.0
19388,Turkey,1987,51250156.0,417316012032.0,0.0,161.238,4.998,55.053,0.0,258.14,0.164,0.0,0.0
19389,Turkey,1988,52275892.0,435876986880.0,0.0,155.889,11.356,85.604,0.0,274.342,0.194,0.0,0.0
19390,Turkey,1989,53305236.0,443256143872.0,0.0,175.671,30.19,53.047,0.0,258.527,0.178,0.0,0.0
19391,Turkey,1990,54324140.0,486761168896.0,0.0,186.522,32.296,68.447,0.0,274.505,0.227,0.0,0.0
19392,Turkey,1991,55321172.0,499938033664.0,0.0,199.257,39.564,67.074,0.0,267.472,0.353,0.0,0.0
19393,Turkey,1992,56302040.0,538702184448.0,0.0,198.536,43.289,78.561,0.0,282.566,0.348,0.0,0.0
19394,Turkey,1993,57296008.0,591946448896.0,0.0,183.707,47.415,100.392,0.0,323.759,0.4,0.0,0.0
19395,Turkey,1994,58310244.0,569082576896.0,0.0,184.254,50.278,90.442,0.0,309.586,0.387,0.0,0.0
19396,Turkey,1995,59305492.0,620396806144.0,0.0,192.337,65.043,105.094,0.0,347.148,0.954,0.0,0.0
19397,Turkey,1996,60293784.0,675112419328.0,0.0,216.353,75.7,119.685,0.0,362.572,0.797,0.0,0.0
19398,Turkey,1997,61277420.0,738354659328.0,0.0,241.695,93.079,117.736,0.0,357.101,1.173,0.0,0.0
19399,Turkey,1998,62242200.0,773998837760.0,0.0,250.766,98.345,124.871,0.0,356.459,1.011,0.0,0.016
19400,Turkey,1999,63185620.0,745796272128.0,0.0,232.995,118.558,102.541,0.0,354.802,0.654,0.0,0.061
19401,Turkey,2000,64113548.0,807550844928.0,0.0,261.221,139.469,91.307,0.0,371.837,0.744,0.0,0.099
19402,Turkey,2001,65072016.0,753326817280.0,0.0,214.608,153.459,70.536,0.0,346.004,0.84,0.0,0.183
19403,Turkey,2002,65988664.0,818938118144.0,0.0,224.145,166.394,98.317,0.0,369.928,0.708,0.0,0.14
19404,Turkey,2003,66867324.0,872922415104.0,0.0,242.09,200.481,102.46,0.0,364.58,0.499,0.0,0.178
19405,Turkey,2004,67785080.0,957900849152.0,0.0,256.86,211.684,132.797,0.0,372.771,0.5,0.0,0.166
19406,Turkey,2005,68704712.0,1046618898432.0,0.0,257.686,257.232,113.278,0.0,368.018,0.368,0.0,0.169
19407,Turkey,2006,69601328.0,1128341831680.0,0.226,304.334,291.97,125.893,0.0,382.608,0.43,0.0,0.371
19408,Turkey,2007,70468864.0,1191689584640.0,0.144,342.666,338.907,101.372,0.0,389.536,0.737,0.0,0.993
19409,Turkey,2008,71320728.0,1213760274432.0,0.177,344.201,352.982,93.49,0.0,384.222,0.892,0.0,2.379
19410,Turkey,2009,72225648.0,1155016556544.0,0.077,359.344,337.222,100.421,0.0,391.056,1.971,0.0,4.176
19411,Turkey,2010,73195352.0,1276138618880.0,0.072,365.624,358.21,143.762,0.0,381.208,2.843,0.007,8.095
19412,Turkey,2011,74173856.0,1403985592320.0,0.183,394.01,418.399,144.384,0.0,373.021,2.932,0.008,13.032
19413,Turkey,2012,75277440.0,1441915600896.0,0.841,424.437,433.192,158.662,0.0,391.923,4.256,0.012,16.07
19414,Turkey,2013,76576120.0,1510231769088.0,4.348,367.092,439.665,161.946,0.0,419.095,6.371,0.018,20.597
19415,Turkey,2014,78112064.0,1570585313280.0,1.602,420.145,466.465,110.11,0.0,431.095,9.601,0.047,23.082
19416,Turkey,2015,79646176.0,1637835079680.0,1.187,404.026,459.59,180.822,0.0,516.403,12.811,0.523,31.38
19417,Turkey,2016,81019400.0,1498503446528.0,1.173,447.26,445.046,179.98,0.0,549.439,19.949,2.792,41.54
19418,Turkey,2017,82089824.0,1610456629248.0,1.248,458.912,515.681,154.936,0.0,576.151,25.136,7.689,47.647
19419,Turkey,2018,82809304.0,1655984226304.0,1.667,475.22,472.325,158.581,0.0,555.955,30.431,20.636,52.78
19420,Turkey,2019,83481688.0,,1.741,487.526,433.613,234.134,0.0,558.265,37.404,24.382,57.282
19421,Turkey,2020,84135432.0,,1.158,472.367,462.099,205.098,0.0,525.179,43.584,28.758,65.206
19422,Turkey,2021,84775408.0,,1.244,482.322,573.104,146.342,0.0,560.646,51.934,36.484,82.26
19423,Turkey,2022,85341248.0,,1.523,484.844,512.218,175.189,0.0,583.707,57.256,41.489,91.616
19429,Turkmenistan,1985,3246888.0,20045559808.0,0.0,3.745,81.751,0.009,0.0,57.599,0.0,0.0,0.0
19430,Turkmenistan,1986,3336772.0,20620066816.0,0.0,3.745,132.422,0.009,0.0,41.932,0.0,0.0,0.0
19431,Turkmenistan,1987,3430503.0,21125900288.0,0.0,3.745,131.542,0.009,0.0,41.888,0.0,0.0,0.0
19432,Turkmenistan,1988,3525116.0,23051919360.0,0.0,3.21,133.307,0.009,0.0,41.858,0.0,0.0,0.0
19433,Turkmenistan,1989,3621309.0,21128380416.0,0.0,3.745,137.722,0.009,0.0,41.815,0.0,0.0,0.0
19434,Turkmenistan,1990,3720287.0,21201768448.0,0.0,4.28,92.786,0.009,0.0,54.817,0.0,0.0,0.0
19435,Turkmenistan,1991,3821784.0,20437995520.0,0.0,3.745,90.931,0.009,0.0,61.306,0.0,0.0,0.0
19436,Turkmenistan,1992,3926374.0,17569984512.0,0.0,1.605,88.291,0.012,0.0,59.063,0.0,0.0,0.0
19437,Turkmenistan,1993,4031701.0,18037532672.0,0.0,0.0,88.291,0.015,0.0,33.988,0.0,0.0,0.0
19438,Turkmenistan,1994,4133044.0,15091298304.0,0.0,0.058,96.231,0.012,0.0,34.153,0.0,0.0,0.0
19439,Turkmenistan,1995,4226625.0,14166411264.0,0.0,0.058,75.921,0.012,0.0,31.389,0.0,0.0,0.0
19440,Turkmenistan,1996,4301092.0,13366638592.0,0.0,0.535,119.35,0.015,0.0,36.51,0.0,0.0,0.0
19441,Turkmenistan,1997,4363678.0,11996056576.0,0.0,0.0,84.026,0.015,0.0,35.728,0.0,0.0,0.0
19442,Turkmenistan,1998,4431523.0,12945862656.0,0.0,0.0,103.276,0.018,0.0,45.841,0.0,0.0,0.0
19443,Turkmenistan,1999,4501087.0,15251959808.0,0.0,0.0,92.304,0.015,0.0,50.038,0.0,0.0,0.0
